,Species,Season,Inspected,Longitude,Latitude,Watered
1313, ,Spring 2018,Yes,-71.0699850001,42.3594070402,Yes
1314, ,Spring 2018,Yes,-71.0660900003,42.359840041300004,Yes
1315, ,Spring 2018,Yes,-71.0609380004,42.3754990402,No
1316, ,Spring 2018,Yes,-71.14204000000001,42.294530039899996,No
1317, ,Spring 2018,Yes,-71.0784412524,42.3435499868,Yes
1318, ,Spring 2018,Yes,-71.0784412524,42.3435499868,Yes
1319, ,Spring 2018,Yes,-71.0784299732,42.3435773872,Yes
1320, ,Spring 2018,Yes,-71.0675699999,42.2956600399,No
1321, ,Spring 2018,Yes,-71.08519999970001,42.3457900398,Yes
1322, ,Spring 2018,Yes,-71.0548800002,42.2931700401,No
1323, ,Spring 2018,Yes,-71.0548800002,42.2931700401,No
1324, ,Spring 2018,Yes,-71.0730699999,42.3518600398,Yes
1325, ,Spring 2018,Yes,-71.11867,42.3124300399,No
1326, ,Spring 2018,Yes,-71.06897,42.2810200399,No
1327, ,Spring 2018,Yes,-71.0620599998,42.3071700391,No
1328, ,Spring 2018,Yes,-71.0749400003,42.3391800402,No
1329, ,Spring 2018,Yes,-71.06401171729999,42.316355058,No
1330, ,Spring 2018,Yes,-71.0636352999,42.3161779038,No
1331, ,Spring 2018,Yes,-71.15179999979999,42.2887800399,No
1332, ,Spring 2018,Yes,-71.14773000000001,42.2777700402,No
1333, ,Spring 2018,Yes,-71.0724294256,42.3376535348,No
1334, ,Spring 2018,Yes,-71.0724294256,42.3376535348,No
1335, ,Spring 2018,Yes,-71.0724294256,42.3376535348,No
1336, ,Spring 2018,Yes,-71.0724294256,42.3376535348,No
1337, ,Spring 2018,Yes,-71.0724294256,42.3376535348,No
1338, ,Spring 2018,Yes,-71.1032499996,42.3208400398,No
1339, ,Spring 2018,Yes,-71.13909,42.2891600408,No
1340, ,Spring 2018,Yes,-71.03719599909999,42.37540104,No
1341, ,Spring 2018,Yes,-71.0905690001,42.3499210398,No
1342, ,Spring 2018,Yes,-71.1505999997,42.2930700397,No
1343, ,Spring 2018,Yes,-71.0390599997,42.381870040900004,Yes
1344, ,Spring 2018,Yes,-71.0390599997,42.381870040900004,Yes
1345, ,Spring 2018,Yes,-71.09039,42.3499400398,No
1346, ,Spring 2018,Yes,-71.0711799993,42.3829300403,No
1347, ,Spring 2018,Yes,-71.09023000020001,42.349970041199995,No
1348, ,Spring 2018,Yes,-71.0901399998,42.34965004,No
1349, ,Spring 2018,Yes,-71.1442999996,42.2840200403,No
1350, ,Spring 2018,Yes,-71.0708460003,42.3805780403,No
1351, ,Spring 2018,Yes,-71.0708460003,42.3805780403,No
1352, ,Spring 2018,Yes,-71.0779699989,42.3439400401,No
1353, ,Spring 2018,Yes,-71.0899399998,42.349680040900004,No
1354, ,Spring 2018,Yes,-71.08998000000001,42.35000004,No
1355, ,Spring 2018,Yes,-71.0897699999,42.34972004,No
1356, ,Spring 2018,Yes,-71.0898,42.3500300413,Yes
1357, ,Spring 2018,Yes,-71.0898,42.3500300413,Yes
1358, ,Spring 2018,Yes,-71.0478500004,42.33580004,No
1359, ,Spring 2018,Yes,-71.0896900004,42.3497400399,No
1360, ,Spring 2018,Yes,-71.0626499998,42.3028100401,No
1361, ,Spring 2018,Yes,-71.0894700003,42.3498000402,Yes
1362, ,Spring 2018,Yes,-71.0476359426,42.336318866,No
1363, ,Spring 2018,Yes,-71.0895986436,42.3501021143,Yes
1364, ,Spring 2018,Yes,-71.0436288726,42.3311832817,No
1365, ,Spring 2018,Yes,-71.0436288726,42.3311832817,No
1366, ,Spring 2018,Yes,-71.0705599992,42.3830400402,No
1367, ,Spring 2018,Yes,-71.08534174569999,42.345823242,Yes
1368, ,Spring 2018,Yes,-71.05518999979999,42.2930900403,No
1369, ,Spring 2018,Yes,-71.07648000020001,42.328370040100005,No
1370, ,Spring 2018,Yes,-71.0914289987,42.34946504,Yes
1371, ,Spring 2018,Yes,-71.1006676926,42.2908616853,No
1372, ,Spring 2018,Yes,-71.1006676926,42.2908616853,No
1373, ,Spring 2018,Yes,-71.1006676926,42.2908616853,No
1374, ,Spring 2018,Yes,-71.16419999899999,42.2807500399,No
1375, ,Spring 2018,Yes,-71.0681299997,42.3604900398,Yes
1376, ,Spring 2018,Yes,-71.0336099999,42.3367800411,No
1377, ,Spring 2018,Yes,-71.0665000004,42.3599200413,Yes
1378, ,Spring 2018,Yes,-71.1313699997,42.2340200403,No
1379, ,Spring 2018,Yes,-71.0917694233,42.3394890808,Yes
1380, ,Spring 2018,Yes,-71.0909828127,42.3494756518,No
1381, ,Spring 2018,Yes,-71.0909828127,42.3494756518,No
1382, ,Spring 2018,Yes,-71.0887100004,42.35039004,Yes
1383, ,Spring 2018,Yes,-71.0886300001,42.3504500397,Yes
1384, ,Spring 2018,Yes,-71.09078000000001,42.3494300398,No
1385, ,Spring 2018,Yes,-71.0906889989,42.3494260398,No
1386, ,Spring 2018,Yes,-71.0737899996,42.3362900408,No
1387, ,Spring 2018,Yes,-71.0712018526,42.271706436799995,No
1388, ,Spring 2018,Yes,-71.1498399998,42.3431800413,No
1389, ,Spring 2018,Yes,-71.03109000010001,42.3373000398,No
1390, ,Spring 2018,Yes,-71.0857699996,42.3493700398,No
1391, ,Spring 2018,Yes,-71.0642343369,42.359735396,Yes
1392, ,Spring 2018,Yes,-71.16464000010001,42.2712800398,No
1393, ,Spring 2018,Yes,-71.0745700004,42.34400004,No
1394, ,Spring 2018,Yes,-71.05521999999999,42.2918200397,No
1395, ,Spring 2018,Yes,-71.05521999999999,42.2918200397,No
1396, ,Spring 2018,Yes,-71.0658199999,42.3575400408,No
1397, ,Spring 2018,Yes,-71.1619600004,42.2835000413,No
1398, ,Spring 2018,Yes,-71.06661,42.3602300407,Yes
1399, ,Spring 2018,Yes,-71.0550099999,42.311940039899994,No
1400, ,Spring 2018,Yes,-71.0550099999,42.311940039899994,No
1401, ,Spring 2018,Yes,-71.0550099999,42.311940039899994,No
1402, ,Spring 2018,Yes,-71.1460999998,42.2786900403,No
1403, ,Spring 2018,Yes,-71.1460999998,42.2786900403,No
1404, ,Spring 2018,Yes,-71.16696,42.3550700403,No
1405, ,Spring 2018,Yes,-71.0663258359,42.3576046777,No
1406, ,Spring 2018,Yes,-71.1399799996,42.293300040300004,No
1407, ,Spring 2018,Yes,-71.0697399999,42.3462840413,No
1408, ,Spring 2018,Yes,-71.0697399999,42.3462840413,No
1409, ,Spring 2018,Yes,-71.0697399999,42.3462840413,No
1410, ,Spring 2018,Yes,-71.0692463532,42.3115142088,No
1411, ,Spring 2018,Yes,-71.0648700001,42.35849104,Yes
1412, ,Spring 2018,Yes,-71.09088277720001,42.3397768248,Yes
1413, ,Spring 2018,Yes,-71.0903199988,42.3486040398,Yes
1414, ,Spring 2018,Yes,-71.0903199988,42.3486040398,Yes
1415, ,Spring 2018,Yes,-71.0343799999,42.36639004,Yes
1416, ,Spring 2018,Yes,-71.0781599998,42.299720039899995,No
1417, ,Spring 2018,Yes,-71.1161,42.284670039699996,No
1418, ,Spring 2018,Yes,-71.0854875486,42.3458443061,Yes
1419, ,Spring 2018,Yes,-71.0754299999,42.3042200407,No
1420, ,Spring 2018,Yes,-71.0619500002,42.3747700409,No
1421, ,Spring 2018,Yes,-71.071694,42.35703704,Yes
1422, ,Spring 2018,Yes,-71.071694,42.35703704,Yes
1423, ,Spring 2018,Yes,-71.07637999970001,42.328450040199996,No
1424, ,Spring 2018,Yes,-71.04875581569999,42.3378217758,No
1425, ,Spring 2018,Yes,-71.0412383397,42.3172635473,No
1426, ,Spring 2018,Yes,-71.1492099996,42.2933100402,No
1427, ,Spring 2018,Yes,-71.034451,42.366729041199996,Yes
1428, ,Spring 2018,Yes,-71.06879000010001,42.38185004,No
1429, ,Spring 2018,Yes,-71.0464200001,42.33139004,No
1430, ,Spring 2018,Yes,-71.1412800002,42.2951300409,No
1431, ,Spring 2018,Yes,-71.1472499996,42.3530600398,No
1432, ,Spring 2018,Yes,-71.0386686154,42.371047609899996,Yes
1433, ,Spring 2018,Yes,-71.0386686154,42.371047609899996,Yes
1434, ,Spring 2018,Yes,-71.0386686154,42.371047609899996,Yes
1435, ,Spring 2018,Yes,-71.05088499989999,42.312765040100004,No
1436, ,Spring 2018,Yes,-71.0489199999,42.33793004,No
1437, ,Spring 2018,Yes,-71.086884728,42.3508706899,Yes
1438, ,Spring 2018,Yes,-71.1046499997,42.2653300399,No
1439, ,Spring 2018,Yes,-71.071158853,42.271709437300004,No
1440, ,Spring 2018,Yes,-71.14060999979999,42.2887400399,No
1441, ,Spring 2018,Yes,-71.0503300001,42.3370800402,No
1442, ,Spring 2018,Yes,-71.0374899997,42.33158004,No
1443, ,Spring 2018,Yes,-71.13026000010001,42.2672100412,No
1444, ,Spring 2018,Yes,-71.083489999,42.3420700402,No
1445, ,Spring 2018,Yes,-71.083489999,42.3420700402,No
1446, ,Spring 2018,Yes,-71.0502000004,42.3374900399,No
1447, ,Spring 2018,Yes,-71.1003499998,42.26622004,No
1448, ,Spring 2018,Yes,-71.0816699997,42.3027000412,No
1449, ,Spring 2018,Yes,-71.05758,42.3282700398,No
1450, ,Spring 2018,Yes,-71.0855899996,42.3507900411,Yes
1451, ,Spring 2018,Yes,-71.1469099999,42.2940400388,No
1452, ,Spring 2018,Yes,-71.0456800003,42.3366800402,No
1453, ,Spring 2018,Yes,-71.0485193082,42.3383205499,No
1454, ,Spring 2018,Yes,-71.0840499998,42.3525700402,Yes
1455, ,Spring 2018,Yes,-71.0657000003,42.3794400402,No
1456, ,Spring 2018,Yes,-71.0667599998,42.360250039899995,Yes
1457, ,Spring 2018,Yes,-71.0595899993,42.2912000398,No
1458, ,Spring 2018,Yes,-71.0727399993,42.34524004,No
1459, ,Spring 2018,Yes,-71.04502,42.3365800398,No
1460, ,Spring 2018,Yes,-71.104559781,42.308802221,No
1461, ,Spring 2018,Yes,-71.104559781,42.308802221,No
1462, ,Spring 2018,Yes,-71.08658999880001,42.3487200398,No
1463, ,Spring 2018,Yes,-71.08416983859999,42.3426104142,Yes
1464, ,Spring 2018,Yes,-71.0865082423,42.3487381778,No
1465, ,Spring 2018,Yes,-71.0315699996,42.3774200397,No
1466, ,Spring 2018,Yes,-71.0856762864,42.345605341799995,Yes
1467, ,Spring 2018,Yes,-71.06744500020001,42.3596710388,Yes
1468, ,Spring 2018,Yes,-71.0788300002,42.27489004,No
1469, ,Spring 2018,Yes,-71.1558999997,42.3421800399,No
1470, ,Spring 2018,Yes,-71.0627960003,42.3778670407,No
1471, ,Spring 2018,Yes,-71.07917999909999,42.353010039699996,No
1472, ,Spring 2018,Yes,-71.075028585,42.3463847858,No
1473, ,Spring 2018,Yes,-71.0745447668,42.3461263238,No
1474, ,Spring 2018,Yes,-71.17211000020001,42.2717100402,No
1475, ,Spring 2018,Yes,-71.1658400002,42.2674200397,No
1476, ,Spring 2018,Yes,-71.087609999,42.3455500402,Yes
1477, ,Spring 2018,Yes,-71.1146699997,42.3232500398,No
1478, ,Spring 2018,Yes,-71.0678800004,42.3780300398,No
1479, ,Spring 2018,Yes,-71.0828199996,42.3529100401,Yes
1480, ,Spring 2018,Yes,-71.0290199987,42.38122004,No
1481, ,Spring 2018,Yes,-71.0744845248,42.3461818898,No
1482, ,Spring 2018,Yes,-71.1693900003,42.2862800402,No
1483, ,Spring 2018,Yes,-71.1693900003,42.2862800402,No
1484, ,Spring 2018,Yes,-71.1693900003,42.2862800402,No
1485, ,Spring 2018,Yes,-71.1693900003,42.2862800402,No
1486, ,Spring 2018,Yes,-71.0765699997,42.338470039899995,No
1487, ,Spring 2018,Yes,-71.0574300164,42.3522578733,No
1488, ,Spring 2018,Yes,-71.0665199996,42.36011004,Yes
1489, ,Spring 2018,Yes,-71.0688100001,42.360040041,Yes
1490, ,Spring 2018,Yes,-71.0723300001,42.34522004,No
1491, ,Spring 2018,Yes,-71.1276599998,42.2759700411,No
1492, ,Spring 2018,Yes,-71.13285000020001,42.2505800398,No
1493, ,Spring 2018,Yes,-71.16717,42.2860200412,No
1494, ,Spring 2018,Yes,-71.0852639992,42.34863704,Yes
1495, ,Spring 2018,Yes,-71.0787899991,42.352210040100005,No
1496, ,Spring 2018,Yes,-71.0782390003,42.35233904,No
1497, ,Spring 2018,Yes,-71.0744900001,42.3546200398,Yes
1498, ,Spring 2018,Yes,-71.1030593223,42.3227550152,No
1499, ,Spring 2018,Yes,-71.06602,42.38046004,No
1500, ,Spring 2018,Yes,-71.06243999979999,42.2879300412,No
1501, ,Spring 2018,Yes,-71.0732499998,42.2933700399,No
1502, ,Spring 2018,Yes,-71.0655699997,42.3794000401,No
1503, ,Spring 2018,Yes,-71.0557999999,42.2929400397,No
1504, ,Spring 2018,Yes,-71.06164999970001,42.3769600401,No
1505, ,Spring 2018,Yes,-71.06164999970001,42.3769600401,No
1506, ,Spring 2018,Yes,-71.1340700004,42.2909600399,No
1507, ,Spring 2018,Yes,-71.06936999999999,42.3573600413,Yes
1508, ,Spring 2018,Yes,-71.0387800002,42.37033004,Yes
1509, ,Spring 2018,Yes,-71.0816000003,42.2711400399,No
1510, ,Spring 2018,Yes,-71.0553499997,42.3120700398,No
1511, ,Spring 2018,Yes,-71.1617799996,42.2741200408,No
1512, ,Spring 2018,Yes,-71.0862419008,42.2992804689,No
1513, ,Spring 2018,Yes,-71.0638399999,42.37379004,No
1514, ,Spring 2018,Yes,-71.0740099997,42.3538800398,Yes
1515, ,Spring 2018,Yes,-71.0935199991,42.31644004,No
1516, ,Spring 2018,Yes,-71.11716999859999,42.2678400399,No
1517, ,Spring 2018,Yes,-71.08210970260001,42.353041139,Yes
1518, ,Spring 2018,Yes,-71.0480999997,42.334860040100004,No
1519, ,Spring 2018,Yes,-71.0853492646,42.3058602243,No
1520, ,Spring 2018,Yes,-71.03718000010001,42.3335700403,No
1521, ,Spring 2018,Yes,-71.0291199992,42.3806900397,No
1522, ,Spring 2018,Yes,-71.0863671969,42.340914844299995,No
1523, ,Spring 2018,Yes,-71.0863671969,42.340914844299995,No
1524, ,Spring 2018,Yes,-71.1657499998,42.2654400402,No
1525, ,Spring 2018,Yes,-71.0858398517,42.3456299169,Yes
1526, ,Spring 2018,Yes,-71.0556600002,42.2926300408,No
1527, ,Spring 2018,Yes,-71.1468999998,42.3529800398,No
1528, ,Spring 2018,Yes,-71.066009999,42.3145900398,No
1529, ,Spring 2018,Yes,-71.1297400004,42.2860000397,No
1530, ,Spring 2018,Yes,-71.0743399994,42.3534200397,Yes
1531, ,Spring 2018,Yes,-71.1669199998,42.2865800408,No
1532, ,Spring 2018,Yes,-71.09332999909999,42.3203800397,No
1533, ,Spring 2018,Yes,-71.09332999909999,42.3203800397,No
1534, ,Spring 2018,Yes,-71.09332999909999,42.3203800397,No
1535, ,Spring 2018,Yes,-71.06972999989999,42.34286004,No
1536, ,Spring 2018,Yes,-71.066885259,42.3776593157,No
1537, ,Spring 2018,Yes,-71.0389099999,42.3767000407,Yes
1538, ,Spring 2018,Yes,-71.14087000010001,42.2785600399,No
1539, ,Spring 2018,Yes,-71.03755,42.3338100398,No
1540, ,Spring 2018,Yes,-71.1015999992,42.3226500398,No
1541, ,Spring 2018,Yes,-71.0652699992,42.3801000397,No
1542, ,Spring 2018,Yes,-71.0672306496,42.37907172,No
1543, ,Spring 2018,Yes,-71.0575173209,42.3221012411,No
1544, ,Spring 2018,Yes,-71.0666800003,42.37749004,No
1545, ,Spring 2018,Yes,-71.093889999,42.3303600397,No
1546, ,Spring 2018,Yes,-71.093889999,42.3303600397,No
1547, ,Spring 2018,Yes,-71.02935000020001,42.3798100397,No
1548, ,Spring 2018,Yes,-71.0833500002,42.3491400403,Yes
1549, ,Spring 2018,Yes,-71.0662400001,42.2962000412,No
1550, ,Spring 2018,Yes,-71.0685417354,42.2736062488,No
1551, ,Spring 2018,Yes,-71.1260499997,42.2869900399,No
1552, ,Spring 2018,Yes,-71.15493999979999,42.28029004,No
1553, ,Spring 2018,Yes,-71.1666999997,42.3495100398,No
1554, ,Spring 2018,Yes,-71.1402800001,42.2789600398,No
1555, ,Spring 2018,Yes,-71.0509299992,42.33618004,No
1556, ,Spring 2018,Yes,-71.0378870003,42.3679320399,Yes
1557, ,Spring 2018,Yes,-71.05766536600001,42.3221687399,No
1558, ,Spring 2018,Yes,-71.05810999970001,42.31634004,No
1559, ,Spring 2018,Yes,-71.13929,42.2778400411,No
1560, ,Spring 2018,Yes,-71.12442000029999,42.2639500413,No
1561, ,Spring 2018,Yes,-71.0585609989,42.3742060398,No
1562, ,Spring 2018,Yes,-71.04680999920001,42.3109000401,No
1563, ,Spring 2018,Yes,-71.1448000001,42.2934900403,No
1564, ,Spring 2018,Yes,-71.1533399996,42.27702004,No
1565, ,Spring 2018,Yes,-71.0785799999,42.2733700398,No
1566, ,Spring 2018,Yes,-71.063041571,42.3626876398,No
1567, ,Spring 2018,Yes,-71.1547199997,42.343870040300004,No
1568, ,Spring 2018,Yes,-71.1289300003,42.2919600401,No
1569, ,Spring 2018,Yes,-71.07566,42.3362000402,No
1570, ,Spring 2018,Yes,-71.1254000003,42.287410039899996,No
1571, ,Spring 2018,Yes,-71.1631599996,42.2661300402,No
1572, ,Spring 2018,Yes,-71.0638800001,42.37969004,No
1573, ,Spring 2018,Yes,-71.162675399,42.268139490100005,No
1574, ,Spring 2018,Yes,-71.0817900002,42.3517900402,No
1575, ,Spring 2018,Yes,-71.06611100020001,42.358761039899996,Yes
1576, ,Spring 2018,Yes,-71.1217499998,42.2862200397,No
1577, ,Spring 2018,Yes,-71.1217499998,42.2862200397,No
1578, ,Spring 2018,Yes,-71.07593000039999,42.32880004,No
1579, ,Spring 2018,Yes,-71.0850599999,42.3291900401,No
1580, ,Spring 2018,Yes,-71.08175,42.352280039899995,No
1581, ,Spring 2018,Yes,-71.1317986812,42.363643296300005,No
1582, ,Spring 2018,Yes,-71.1317986812,42.363643296300005,No
1583, ,Spring 2018,Yes,-71.1317986812,42.363643296300005,No
1584, ,Spring 2018,Yes,-71.15597,42.2947900403,No
1585, ,Spring 2018,Yes,-71.0847600003,42.3299000401,No
1586, ,Spring 2018,Yes,-71.0847600003,42.3299000401,No
1587, ,Spring 2018,Yes,-71.1607700004,42.279045039699994,No
1588, ,Spring 2018,Yes,-71.0515279996,42.29047404,No
1589, ,Spring 2018,Yes,-71.0024700003,42.388440040999996,No
1590, ,Spring 2018,Yes,-71.0556500001,42.3165600397,No
1591, ,Spring 2018,Yes,-71.0518138076,42.3392262551,No
1592, ,Spring 2018,Yes,-71.03224,42.3752500411,No
1593, ,Spring 2018,Yes,-71.06794999979999,42.27339004,No
1594, ,Spring 2018,Yes,-71.0394599306,42.3685638172,Yes
1595, ,Spring 2018,Yes,-71.0394599306,42.3685638172,Yes
1596, ,Spring 2018,Yes,-71.0678502087,42.273782602800004,No
1597, ,Spring 2018,Yes,-71.0678502087,42.273782602800004,No
1598, ,Spring 2018,Yes,-71.08322999960001,42.3308300398,No
1599, ,Spring 2018,Yes,-71.08322999960001,42.3308300398,No
1600, ,Spring 2018,Yes,-71.1692849998,42.274463039699995,No
1601, ,Spring 2018,Yes,-71.08310099890001,42.3309440398,No
1602, ,Spring 2018,Yes,-71.0678212892,42.274939722,No
1603, ,Spring 2018,Yes,-71.0598100003,42.318820040300004,No
1604, ,Spring 2018,Yes,-71.1302772576,42.2868713609,No
1605, ,Spring 2018,Yes,-71.0820300004,42.3319200398,No
1606, ,Spring 2018,Yes,-71.1417699988,42.293160040100005,No
1607, ,Spring 2018,Yes,-71.06649000029999,42.3780700402,No
1608, ,Spring 2018,Yes,-71.0617200001,42.2784800401,No
1609, ,Spring 2018,Yes,-71.05955,42.3172100401,No
1610, ,Spring 2018,Yes,-71.1580799998,42.2951300409,No
1611, ,Spring 2018,Yes,-71.0786026429,42.325132021,No
1612, ,Spring 2018,Yes,-71.0516599998,42.290440040300005,No
1613, ,Spring 2018,Yes,-71.0376200003,42.3361600411,No
1614, ,Spring 2018,Yes,-71.0623599994,42.37905004,No
1615, ,Spring 2018,Yes,-71.0985300004,42.2798800398,No
1616, ,Spring 2018,Yes,-71.13444999859999,42.3535300402,No
1617, ,Spring 2018,Yes,-71.1460697247,42.2801419423,No
1618, ,Spring 2018,Yes,-71.1582125309,42.3401104152,No
1619, ,Spring 2018,Yes,-71.1582125309,42.3401104152,No
1620, ,Spring 2018,Yes,-71.0662600002,42.367210039899994,No
1621, ,Spring 2018,Yes,-71.0662600002,42.367210039899994,No
1622, ,Spring 2018,Yes,-71.0662600002,42.367210039899994,No
1623, ,Spring 2018,Yes,-71.0662600002,42.367210039899994,No
1624, ,Spring 2018,Yes,-71.0662600002,42.367210039899994,No
1625, ,Spring 2018,Yes,-71.0662600002,42.367210039899994,No
1626, ,Spring 2018,Yes,-71.0662600002,42.367210039899994,No
1627, ,Spring 2018,Yes,-71.0662600002,42.367210039899994,No
1628, ,Spring 2018,Yes,-71.0662600002,42.367210039899994,No
1629, ,Spring 2018,Yes,-71.0662600002,42.367210039899994,No
1630, ,Spring 2018,Yes,-71.0547499996,42.3130400412,No
1631, ,Spring 2018,Yes,-71.06524,42.3793100408,No
1632, ,Spring 2018,Yes,-71.0582259992,42.32232604,No
1633, ,Spring 2018,Yes,-71.0710999998,42.357128040999996,Yes
1634, ,Spring 2018,Yes,-71.1356599996,42.29553004,No
1635, ,Spring 2018,Yes,-71.0590560003,42.3741600397,No
1636, ,Spring 2018,Yes,-71.0658030002,42.3574870398,No
1637, ,Spring 2018,Yes,-71.0693499999,42.3573100399,Yes
1638, ,Spring 2018,Yes,-71.1594000004,42.3534800412,No
1639, ,Spring 2018,Yes,-71.0257487953,42.380412926999995,No
1640, ,Spring 2018,Yes,-71.0824359042,42.324215674,No
1641, ,Spring 2018,Yes,-71.1342899996,42.3530600398,No
1642, ,Spring 2018,Yes,-71.1502386901,42.3363268883,No
1643, ,Spring 2018,Yes,-71.1342300003,42.3530600398,No
1644, ,Spring 2018,Yes,-71.1434499993,42.2822500401,No
1645, ,Spring 2018,Yes,-71.0803299998,42.3521800398,Yes
1646, ,Spring 2018,Yes,-71.0602799998,42.323160039899996,No
1647, ,Spring 2018,Yes,-71.0865999998,42.34559004,Yes
1648, ,Spring 2018,Yes,-71.0626499998,42.31457004,No
1649, ,Spring 2018,Yes,-71.0862155559,42.3456872481,Yes
1650, ,Spring 2018,Yes,-71.0661000003,42.3605300401,Yes
1651, ,Spring 2018,Yes,-71.0678999996,42.281840040700004,No
1652, ,Spring 2018,Yes,-71.06726000020001,42.3604200399,Yes
1653, ,Spring 2018,Yes,-71.1502249998,42.3437690408,No
1654, ,Spring 2018,Yes,-71.0840499998,42.2720400398,No
1655, ,Spring 2018,Yes,-71.1404900001,42.294320040100004,No
1656, ,Spring 2018,Yes,-71.16298999979999,42.2944100408,No
1657, ,Spring 2018,Yes,-71.14352999970001,42.340980038699996,No
1658, ,Spring 2018,Yes,-71.08036,42.3526700397,Yes
1659, ,Spring 2018,Yes,-71.08253,42.3245300398,No
1660, ,Spring 2018,Yes,-71.1550400002,42.2934200402,No
1661, ,Spring 2018,Yes,-71.0463099996,42.337848039899995,No
1662, ,Spring 2018,Yes,-71.1328400002,42.2357200403,No
1663, ,Spring 2018,Yes,-71.1548900004,42.3415500398,No
1664, ,Spring 2018,Yes,-71.0833600002,42.343040039899996,Yes
1665, ,Spring 2018,Yes,-71.1545199996,42.2934100409,No
1666, ,Spring 2018,Yes,-71.0753400004,42.2744000402,No
1667, ,Spring 2018,Yes,-71.0866794504,42.3457477323,Yes
1668, ,Spring 2018,Yes,-71.1284099997,42.2781800388,No
1669, ,Spring 2018,Yes,-71.133631513,42.3530141032,No
1670, ,Spring 2018,Yes,-71.06587000020001,42.360620041,Yes
1671, ,Spring 2018,Yes,-71.1512900001,42.2846400398,No
1672, ,Spring 2018,Yes,-71.1647299996,42.271690040100005,No
1673, ,Spring 2018,Yes,-71.0702400004,42.3435500412,No
1674, ,Spring 2018,Yes,-71.13999999970001,42.27754004,No
1675, ,Spring 2018,Yes,-71.0680200001,42.295890041,No
1676, ,Spring 2018,Yes,-71.13343999930001,42.3529600389,No
1677, ,Spring 2018,Yes,-71.063459999,42.2895800403,No
1678, ,Spring 2018,Yes,-71.0313599986,42.331000040300005,No
1679, ,Spring 2018,Yes,-71.0072199996,42.3905100408,No
1680, ,Spring 2018,Yes,-71.0072199996,42.3905100408,No
1681, ,Spring 2018,Yes,-71.0864599991,42.287940040100004,No
1682, ,Spring 2018,Yes,-71.0627169989,42.290419040100005,No
1683, ,Spring 2018,Yes,-71.0950699496,42.3462633591,Yes
1684, ,Spring 2018,Yes,-71.1487575883,42.3411990373,No
1685, ,Spring 2018,Yes,-71.1487575883,42.3411990373,No
1686, ,Spring 2018,Yes,-71.06385444029999,42.3536662967,No
1687, ,Spring 2018,Yes,-71.0783099996,42.3442700397,No
1688, ,Spring 2018,Yes,-71.0293,42.3325020399,No
1689, ,Spring 2018,Yes,-71.0413218004,42.3323515707,No
1690, ,Spring 2018,Yes,-71.0343099986,42.3772200403,Yes
1691, ,Spring 2018,Yes,-71.0610376928,42.378603495300005,No
1692, ,Spring 2018,Yes,-71.0969475453,42.3127436029,No
1693, ,Spring 2018,Yes,-71.0865699996,42.3510500401,Yes
1694, ,Spring 2018,Yes,-71.1405500004,42.2928100408,No
1695, ,Spring 2018,Yes,-71.1037800002,42.3477300403,No
1696, ,Spring 2018,Yes,-71.0879499997,42.2977000403,No
1697, ,Spring 2018,Yes,-71.1462130168,42.3474005853,No
1698, ,Spring 2018,Yes,-71.1422760926,42.3437887339,No
1699, ,Spring 2018,Yes,-71.04837000010001,42.3344400398,No
1700, ,Spring 2018,Yes,-71.03491700020001,42.370769041100004,No
