,Species,Season,Inspected,Longitude,Latitude,Watered
6821,KOELREUTERIA PANICULATA,Fall 2021,Yes,-71.15427819,42.29270051,
6822,ACER RUBRUM RED SUNSET,Fall 2021,Yes,-71.15739064,42.29190867,
6823,AMELANCHIER X CUMULUS,Fall 2021,Yes,-71.16837059999999,42.26913865,
6824,ACER CAMPESTRE,Fall 2021,Yes,-71.14138063,42.29476866,
6825,ACER GINNALA FLAME,Fall 2021,Yes,-71.1506806,42.27963866,
6826,ACER TRUNCATUM 'URBAN SUNSET',Fall 2021,Yes,-71.14595061,42.29188864,
6827,PRUNUS VIRGINIANA CANADA RED ,Fall 2021,Yes,-71.16449062,42.28746865,
6828,KOELREUTERIA PANICULATA,Fall 2021,Yes,-71.15199059999999,42.28902865,
6829,ACER GINNALA FLAME,Fall 2021,Yes,-71.16209063,42.26111863,
6830,GINKGO BILOBA,Fall 2021,Yes,-71.15318058,42.29054866,
6831,KOELREUTERIA PANICULATA,Fall 2021,Yes,-71.14995062,42.29041866,
6832,ACER RUBRUM SUN VALLEY,Fall 2021,Yes,-71.15195062,42.29217865,
6833,AMELANCHIER X CUMULUS,Fall 2021,Yes,-71.15409061,42.27637864,
6834,ACER CAMPESTRE,Fall 2021,Yes,-71.16659062,42.28226865,
6835,ACER GINNALA FLAME,Fall 2021,Yes,-71.16577062,42.26556867,
6836,PRUNUS SUB. AUTUMNALIS ,Fall 2021,Yes,-71.15819061,42.25660867,
6837,PRUNUS X YEDOENSIS ,Fall 2021,Yes,-71.14681059,42.27465867,
6838,MALUS 'GOLDEN RAINDROPS',Fall 2021,Yes,-71.16464065,42.26293864,
6839,PRUNUS ROSACEAE 'OKAME' ,Fall 2021,Yes,-71.16284064,42.26283864,
6840,ACER TRUNCATUM 'URBAN SUNSET',Fall 2021,Yes,-71.16672062,42.28404867,
6841,ACER TRUNCATUM 'URBAN SUNSET',Fall 2021,Yes,-71.16672062,42.28404867,
6842,ACER GINNALA FLAME,Fall 2021,Yes,-71.16182065,42.25999865,
6843,MALUS 'ROYAL RAINDROPS',Fall 2021,Yes,-71.14550058,42.29122865,
6844,SYRINGA RETICULATA 'IVORY SILK' ,Fall 2021,Yes,-71.16940065,42.28491867,
6845,ACER CAMPESTRE,Fall 2021,Yes,-71.16875063,42.28535868,
6846,SYRINGA RETICULATA 'IVORY SILK' ,Fall 2021,Yes,-71.16496059,42.26440866,
6847,ACER CAMPESTRE,Fall 2021,Yes,-71.1559306,42.26291865,
6848,ACER CAMPESTRE,Fall 2021,Yes,-71.14298065,42.29335865,
6849,ACER CAMPESTRE,Fall 2021,Yes,-71.1516306,42.29268865,
6850,ACER TRUNCATUM 'URBAN SUNSET',Fall 2021,Yes,-71.15339063,42.28953865,
6851,ACER RUBRUM RED SUNSET,Fall 2021,Yes,-71.1523206,42.28185864,
6852,SYRINGA RETICULATA 'IVORY SILK' ,Fall 2021,Yes,-71.15345065,42.28209866,
6853,ZELKOVA SERRATA 'GREEN VASE',Fall 2021,Yes,-71.15215062,42.28176866,
6854,CARPINUS CAROLINIANA ,Fall 2021,Yes,-71.14791063,42.29302866,
6855,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.13106119033459,42.360287337731705,
6856,ACER RUBRUM OCT. GLORY,Spring 2022,Yes,-71.13582420681409,42.3509353549923,
6857,ACER RUBRUM OCT. GLORY,Spring 2022,Yes,-71.1609912063745,42.350347322575004,
6858,MALUS 'ADIRONDACK',Spring 2022,Yes,-71.1610012646583,42.350207344792,
6859,MALUS 'ADIRONDACK',Spring 2022,Yes,-71.1674712557194,42.3522573487611,
6860,ACER RUBRUM 'RED SUNSET',Spring 2022,Yes,-71.16096128298008,42.350617345585796,
6861,PRUNUS SERRULATA 'SHIROTAE',Spring 2022,Yes,-71.1671312857266,42.34859734883,
6862,MALUS 'ADIRONDACK',Spring 2022,Yes,-71.16866224034159,42.3490003507347,
6863,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.1681412212402,42.3494873393092,
6864,QUERCUS BICOLOR,Spring 2022,Yes,-71.1549679875777,42.339559219137705,
6865,QUERCUS BICOLOR,Spring 2022,Yes,-71.1533926105501,42.344212543192,
6866,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.1277612350545,42.350847345008894,
6867,LIRIODENDRON 'EMERALD CITY',Spring 2022,Yes,-71.1315412219295,42.3495973517884,
6868,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.13286120404159,42.3498873237287,
6869,QUERCUS BICOLOR,Spring 2022,Yes,-71.1404617164362,42.347055559819296,
6870,ACER RUBRUM 'RED SUNSET',Spring 2022,Yes,-71.1538980208123,42.3467544616883,
6871,ACER RUBRUM 'RED SUNSET',Spring 2022,Yes,-71.1264311946586,42.3503973206274,
6872,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.1428941297131,42.3443249053586,
6873,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2022,Yes,-71.14419834315031,42.3427135704344,
6874,LIRIODENDRON 'EMERALD CITY',Spring 2022,Yes,-71.1462400168574,42.3419069560293,
6875,ACER RUBRUM 'RED SUNSET',Spring 2022,Yes,-71.1492413578808,42.3417430167532,
6876,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2022,Yes,-71.14976791843591,42.340982159072794,
6877,LIRIODENDRON 'EMERALD CITY',Spring 2022,Yes,-71.15203537902941,42.33915441900729,
6878,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.1534643097791,42.33824177086311,
6879,MALUS 'ADIRONDACK',Spring 2022,Yes,-71.1475678262093,42.35304812105,
6880,CARPINUS BETULUS 'FASTIGIATA',Spring 2022,Yes,-71.1467238415064,42.3403765781901,
6881,ACER RUBRUM 'RED SUNSET',Spring 2022,Yes,-71.1272511962462,42.3540573205585,
6882,GINKGO BILOBA 'PRINCETON SENTRY',Spring 2022,Yes,-71.1590986704127,42.35578145142,
6883,MALUS 'ADIRONDACK',Spring 2022,Yes,-71.15210087242559,42.3449168846268,
6884,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.1660424065692,42.357995815428296,
6885,MALUS 'ADIRONDACK',Spring 2022,Yes,-71.1660424065692,42.357995815428296,
6886,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.1244512214905,42.3598673624731,
6887,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.15057147032,42.339113347867396,
6888,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.1546171012593,42.3436612408305,
6889,MALUS 'ADIRONDACK',Spring 2022,Yes,-71.1602212447488,42.352487348184205,
6890,MALUS 'ADIRONDACK',Spring 2022,Yes,-71.1604712769205,42.3468173259621,
6891,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.1546171012593,42.3436612408305,
6892,QUERCUS BICOLOR,Spring 2022,Yes,-71.0810889963644,42.3530502652045,
6893,QUERCUS RUBRA  ,Spring 2022,Yes,-71.0794336684686,42.349573517199,
6894,QUERCUS BICOLOR,Spring 2022,Yes,-71.0897478543411,42.348805144999105,
6895,NYSSA SYLVATICA 'WILD FIRE',Spring 2022,Yes,-71.0866959855614,42.3515387992588,
6896,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.08243031746791,42.3440103710206,
6897,QUERCUS PHELLOS ,Spring 2022,Yes,-71.07854039987329,42.352388103541,
6898,NYSSA SYLVATICA 'WILD FIRE',Spring 2022,Yes,-71.0820722558932,42.343601824582294,
6899,OSTRYA VIRGINIANA ,Spring 2022,Yes,-71.0880611888543,42.345727343273204,
6900,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0787108711821,42.3463805782599,
6901,ZELKOVA SERRATA 'MUSASHINO' ,Spring 2022,Yes,-71.0787108711821,42.3463805782599,
6902,QUERCUS PHELLOS ,Spring 2022,Yes,-71.08290427429091,42.350999387599295,
6903,QUERCUS BICOLOR,Spring 2022,Yes,-71.0876612044348,42.3456373216331,
6904,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0787108711821,42.3463805782599,
6905,NYSSA SYLVATICA 'WILD FIRE',Spring 2022,Yes,-71.08090572200149,42.3522064164802,
6906,ACER RUBRUM 'BOWHALL',Spring 2022,Yes,-71.0839238495489,42.351508680564706,
6907,QUERCUS RUBRA  ,Spring 2022,Yes,-71.08212885567859,42.3518723448315,
6908,QUERCUS RUBRA  ,Spring 2022,Yes,-71.07209318702341,42.3546056039071,
6909,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0877316574834,42.350356321191796,
6910,QUERCUS RUBRA  ,Spring 2022,Yes,-71.0848329906718,42.3511491357828,
6911,GINKGO BILOBA 'PRINCETON SENTRY',Spring 2022,No,-71.0672117914386,42.3496246767927,
6912,ACER RUBRUM 'KARPICK',Spring 2022,Yes,-71.08296909098709,42.3431739998329,
6913,GYMNOCLADUS DIOICUS 'ESPRESSO',Spring 2022,Yes,-71.0679811663311,42.349087354889605,
6914,ULMUS 'PATRIOT',Spring 2022,Yes,-71.08668068940129,42.345765019928,
6915,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0862514521397,42.3459674847992,
6916,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.0865464951315,42.3460173571231,
6917,QUERCUS PHELLOS ,Spring 2022,Yes,-71.0861054393864,42.345955037673,
6918,QUERCUS RUBRA  ,Spring 2022,Yes,-71.0859562415099,42.3459318617107,
6919,ZELKOVA SERRATA 'GREEN VASE' ,Spring 2022,Yes,-71.0855985857014,42.3458722244696,
6920,GYMNOCLADUS DIOICUS 'ESPRESSO',Spring 2022,Yes,-71.0857414133315,42.3458906227471,
6921,LIRIODENDRON 'EMERALD CITY',Spring 2022,Yes,-71.0853018663289,42.3458306502299,
6922,QUERCUS PHELLOS ,Spring 2022,Yes,-71.08447121972429,42.3454473457977,
6923,OSTRYA VIRGINIANA ,Spring 2022,Yes,-71.0679111774396,42.35981736442071,
6924,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.08447121972429,42.3454473457977,
6925,CELTIS OCCIDENTALIS ,Spring 2022,Yes,-71.0678590420018,42.359196223485796,
6926,LIRIODENDRON 'EMERALD CITY',Spring 2022,Yes,-71.06747121134191,42.3568273300104,
6927,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0630862186957,42.359927334990296,
6928,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0630722209174,42.359794356096394,
6929,CARPINUS BETULUS 'FASTIGIATA',Spring 2022,Yes,-71.0690512000905,42.3564873600176,
6930,ULMUS 'COMMENDATION',Spring 2022,Yes,-71.0653162240355,42.3615888377473,
6931,QUERCUS VELUTINA,Spring 2022,Yes,-71.0658811643095,42.362127333116796,
6932,QUERCUS VELUTINA,Spring 2022,Yes,-71.0593719406303,42.3593230699154,
6933,ULMUS 'COMMENDATION',Spring 2022,Yes,-71.0660602855804,42.362126201559796,
6934,NYSSA SYLVATICA 'WILD FIRE',Spring 2022,Yes,-71.0709551493968,42.356664343903205,
6935,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0726811508987,42.3565373580701,
6936,PRUNUS 'FIRST BLUSH',Spring 2022,Yes,-71.06929016814999,42.3570323513621,
6937,TILIA TOMENTOSA 'STERLING SILVER',Spring 2022,Yes,-71.07033388273341,42.3583016229599,
6938,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0664911992226,42.3604873299415,
6939,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0684912051393,42.3597673663682,
6940,ULMUS 'COMMENDATION',Spring 2022,Yes,-71.06887115681029,42.360727345738894,
6941,TILIA TOMENTOSA 'STERLING SILVER',Spring 2022,Yes,-71.0685912012442,42.360827341843795,
6942,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.06652120643601,42.35981736442071,
6943,ZELKOVA SERRATA 'MUSASHINO' ,Spring 2022,Yes,-71.0652412060021,42.360457364637604,
6944,ACER RUBRUM OCT. GLORY,Spring 2022,Yes,-71.06538118378509,42.3607673274171,
6945,CARPINUS BETULUS 'FASTIGIATA',Spring 2022,Yes,-71.0685212123527,42.3587673634099,
6946,ZELKOVA SERRATA 'MUSASHINO' ,Spring 2022,Yes,-71.0683011873943,42.3591873386685,
6947,ZELKOVA SERRATA 'MUSASHINO' ,Spring 2022,Yes,-71.06945118451,42.3591573314551,
6948,PRUNUS 'FIRST BLUSH',Spring 2022,Yes,-71.06789122850999,42.3593573655744,
6949,QUERCUS ALBA,Spring 2022,Yes,-71.0652111987887,42.358497340399104,
6950,NYSSA SYLVATICA 'WILD FIRE',Spring 2022,Yes,-71.0674412041285,42.3602073324659,
6951,OSTRYA VIRGINIANA ,Spring 2022,Yes,-71.0656911465645,42.3746573563547,
6952,ACER RUBRUM OCT. GLORY,Spring 2022,Yes,-71.0670211869604,42.3594973433574,
6953,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0708011738354,42.3575273446541,
6954,QUERCUS VELUTINA,Spring 2022,Yes,-71.06597118594959,42.3792673611917,
6955,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0657111793131,42.3809873696328,
6956,QUERCUS VELUTINA,Spring 2022,Yes,-71.05781115175121,42.3775073710724,
6957,CARPINUS BETULUS 'FASTIGIATA',Spring 2022,Yes,-71.0597311943116,42.3778893344001,
6958,ULMUS 'PATRIOT',Spring 2022,Yes,-71.061038855026,42.3786208230902,
6959,ULMUS 'PATRIOT',Spring 2022,Yes,-71.0683711762858,42.381647360688795,
6960,QUERCUS COCCINEA,Spring 2022,Yes,-71.06928497137,42.3824439767666,
6961,OSTRYA VIRGINIANA ,Spring 2022,Yes,-71.0587511821924,42.3740453516943,
6962,ZELKOVA SERRATA 'MUSASHINO' ,Spring 2022,Yes,-71.06318118565859,42.374927337456,
6963,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.06291120455741,42.3755773540472,
6964,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0628112084525,42.374997368257,
6965,QUERCUS ALBA,Spring 2022,Yes,-71.0681511513275,42.3776073671773,
6966,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.06797689156049,42.3776819661156,
6967,PRUNUS X YEDOENSIS,Spring 2022,Yes,-71.06766122908691,42.3797873325552,
6968,ACER RUBRUM 'BOWHALL',Spring 2022,Yes,-71.0616312041234,42.374787359673,
6969,QUERCUS ALBA,Spring 2022,Yes,-71.069121188982,42.3791073506601,
6970,CARPINUS BETULUS 'FASTIGIATA',Spring 2022,Yes,-71.0630690357942,42.37622309586789,
6971,QUERCUS VELUTINA,Spring 2022,Yes,-71.0702529135487,42.380867466507894,
6972,QUERCUS ALBA,Spring 2022,Yes,-71.06165115305299,42.376977341425096,
6973,LIRIODENDRON 'EMERALD CITY',Spring 2022,Yes,-71.0596011909934,42.376417346474,
6974,QUERCUS COCCINEA,Spring 2022,Yes,-71.06165115305299,42.376977341425096,
6975,QUERCUS COCCINEA,Spring 2022,Yes,-71.058958801934,42.3793139226638,
6976,ZELKOVA SERRATA 'MUSASHINO' ,Spring 2022,Yes,-71.0590645815521,42.379126126123204,
6977,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0628412156658,42.3802073497233,
6978,QUERCUS COCCINEA,Spring 2022,Yes,-71.05926809416121,42.3794186964535,
6979,ACER RUBRUM 'BOWHALL',Spring 2022,Yes,-71.0577782108717,42.3749623738113,
6980,CARPINUS BETULUS 'FASTIGIATA',Spring 2022,Yes,-71.0577091439896,42.3749257029849,
6981,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0579411550695,42.3752173513059,
6982,MALUS 'PURPLE PRINCE',Spring 2022,Yes,-71.06612918482449,42.3795733425671,
6983,MALUS 'PURPLE PRINCE',Spring 2022,Yes,-71.0675511746982,42.380197333349,
6984,PRUNUS X YEDOENSIS,Spring 2022,Yes,-71.06614921757308,42.377738334414396,
6985,ACER RUBRUM 'KARPICK',Spring 2022,Yes,-71.05405220345321,42.375956341799295,
6986,ACER RUBRUM 'KARPICK',Spring 2022,Yes,-71.05405220345321,42.375956341799295,
6987,ZELKOVA SERRATA 'MUSASHINO' ,Spring 2022,Yes,-71.0510752029024,42.3793623700642,
6988,ACER RUBRUM 'KARPICK',Spring 2022,Yes,-71.05405220345321,42.375956341799295,
6989,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.06878180572241,42.3778895020382,
6990,QUERCUS VELUTINA,Spring 2022,Yes,-71.06878180572241,42.3778895020382,
6991,QUERCUS PHELLOS ,Spring 2022,Yes,-71.0690667066113,42.3784197412331,
6992,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0559821366593,42.3764804202954,
6993,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2022,Yes,-71.0559821366593,42.3764804202954,
6994,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0559821366593,42.3764804202954,
6995,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2022,Yes,-71.0559821366593,42.3764804202954,
6996,QUERCUS VELUTINA,Spring 2022,Yes,-71.0567511762757,42.2945573331297,
6997,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2022,Yes,-71.05584115304791,42.288997323386795,
6998,ACER RUBRUM 'RED SUNSET',Spring 2022,Yes,-71.0654211654632,42.286247304774,
6999,TILIA CORDATA 'CORINTHIAN',Spring 2022,Yes,-71.0672147251047,42.271581321149895,
7000,ACER RUBRUM 'RED SUNSET',Spring 2022,Yes,-71.0654211654632,42.286247304774,
7001,PRUNUS ROSACEAE 'OKAME',Spring 2022,Yes,-71.06868113906529,42.2814173168882,
7002,PRUNUS ROSACEAE 'OKAME',Spring 2022,Yes,-71.0668011620021,42.287527305207895,
7003,QUERCUS VELUTINA,Spring 2022,Yes,-71.0888351737935,42.2974983334064,
7004,QUERCUS ALBA,Spring 2022,Yes,-71.0851592901559,42.289742935583796,
7005,QUERCUS VELUTINA,Spring 2022,Yes,-71.08664121063741,42.2903773199257,
7006,ACER RUBRUM 'RED SUNSET',Spring 2022,Yes,-71.0867911628852,42.2906073193488,
7007,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0842611692307,42.28983731581361,
7008,QUERCUS VELUTINA,Spring 2022,Yes,-71.08614818709259,42.2895366150372,
7009,CARPINUS BETULUS 'FASTIGIATA',Spring 2022,Yes,-71.0722612175496,42.2844772982805,
7010,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0839144098963,42.2895268920295,
7011,ACER RUBRUM 'BOWHALL',Spring 2022,Yes,-71.0740012168298,42.2845073054938,
7012,MALUS 'PURPLE PRINCE',Spring 2022,Yes,-71.05537117973691,42.289947328292705,
7013,ACER RUBRUM 'BOWHALL',Spring 2022,Yes,-71.0758911683578,42.283777325546296,
7014,PRUNUS ROSACEAE 'OKAME',Spring 2022,Yes,-71.0608662716396,42.3178640530994,
7015,QUERCUS VELUTINA,Spring 2022,Yes,-71.0575511451147,42.324457341956204,
7016,PRUNUS ROSACEAE 'OKAME',Spring 2022,Yes,-71.0579512133533,42.286077319777604,
7017,PRUNUS ROSACEAE 'OKAME',Spring 2022,Yes,-71.0608662716396,42.3178640530994,
7018,QUERCUS VELUTINA,Spring 2022,Yes,-71.0637411806098,42.3034473053661,
7019,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0800811979361,42.293427326853106,
7020,OSTRYA VIRGINIANA ,Spring 2022,Yes,-71.0511411684803,42.291557324254704,
7021,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.09111119578179,42.2863773080923,
7022,ACER RUBRUM 'RED SUNSET',Spring 2022,Yes,-71.06039118536769,42.293267316321504,
7023,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0699312161049,42.28928733723671,
7024,QUERCUS VELUTINA,Spring 2022,Yes,-71.06533114382309,42.2923273277899,
7025,QUERCUS VELUTINA,Spring 2022,Yes,-71.065291162145,42.2924873383215,
7026,OSTRYA VIRGINIANA ,Spring 2022,Yes,-71.0647211927291,42.3157273383419,
7027,PRUNUS ROSACEAE 'OKAME' ,Spring 2022,Yes,-71.07406114743749,42.2789973357129,
7028,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.07135119432179,42.311117333504896,
7029,ACER RUBRUM OCT. GLORY,Spring 2022,Yes,-71.0642811428123,42.315437324492,
7030,CARPINUS BETULUS 'FASTIGIATA',Spring 2022,Yes,-71.0666123177235,42.300362052535796,
7031,PRUNUS SARGENTII,Spring 2022,Yes,-71.06082117700059,42.295017331976,
7032,QUERCUS VELUTINA,Spring 2022,Yes,-71.0607511881091,42.3109473485085,
7033,PRUNUS SARGENTII,Spring 2022,Yes,-71.0606911736823,42.295037322815105,
7034,QUERCUS VELUTINA,Spring 2022,Yes,-71.05661790401521,42.3236864583211,
7035,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.05661790401521,42.3236864583211,
7036,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0571411862304,42.314397339855496,
7037,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2022,Yes,-71.05743052952799,42.313083602261294,
7038,ACER RUBRUM 'BOWHALL',Spring 2022,Yes,-71.0575373149745,42.31220245469,
7039,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0590499970406,42.3061746090214,
7040,ACER RUBRUM 'BOWHALL',Spring 2022,Yes,-71.0572411823353,42.3138873429568,
7041,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0585169918176,42.3049313213234,
7042,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2022,Yes,-71.0591111849337,42.3054873348705,
7043,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2022,Yes,-71.05957118378001,42.301717322460206,
7044,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.062501161854,42.2930573077374,
7045,ULMUS 'PATRIOT',Spring 2022,Yes,-71.0591311338633,42.303307327583106,
7046,ULMUS 'PATRIOT',Spring 2022,Yes,-71.0598131693247,42.302262313804704,
7047,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0659411787363,42.3057673323461,
7048,PYRUS CALLERYANA 'CHANTICLEER',Spring 2022,Yes,-71.06150120080521,42.2893773169673,
7049,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.071721171528,42.2886973350722,
7050,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2022,Yes,-71.08784166681009,42.315748712195,
7051,NYSSA SYLVATICA 'WILD FIRE',Spring 2022,Yes,-71.07301114642671,42.3190573427449,
7052,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.08784166681009,42.315748712195,
7053,MALUS 'PURPLE PRINCE',Spring 2022,Yes,-71.057301196762,42.322507334091895,
7054,GLEDITSIA TRI. INERMIS SKYLINE,Spring 2022,Yes,-71.08784166681009,42.315748712195,
7055,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.08784166681009,42.315748712195,
7056,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0876612044348,42.28728733132,
7057,TILIA CORDATA 'CORINTHIAN',Spring 2022,Yes,-71.06520114050491,42.31499731648479,
7058,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2022,Yes,-71.0750107332482,42.30244449447021,
7059,TILIA CORDATA 'CORINTHIAN',Spring 2022,Yes,-71.06520114050491,42.31499731648479,
7060,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2022,Yes,-71.0750512178405,42.302147314093105,
7061,PRUNUS SARGENTII,Spring 2022,Yes,-71.06503115550849,42.2930273005241,
7062,MALUS 'PURPLE PRINCE',Spring 2022,Yes,-71.06763113805451,42.287807302683504,
7063,NYSSA SYLVATICA 'WILD FIRE',Spring 2022,Yes,-71.0479481662847,42.3203313501181,
7064,QUERCUS COCCINEA,Spring 2022,Yes,-71.06687115089359,42.286077319777604,
7065,MALUS 'PURPLE PRINCE',Spring 2022,Yes,-71.057667905026,42.3146463242893,
7066,MALUS 'PURPLE PRINCE',Spring 2022,Yes,-71.0589012182592,42.3152673394956,
7067,NYSSA SYLVATICA 'WILD FIRE',Spring 2022,Yes,-71.0591811738253,42.3183673444755,
7068,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2022,Yes,-71.0590611449718,42.316097315548,
7069,ACER RUBRUM OCT. GLORY,Spring 2022,Yes,-71.0590611449718,42.316097315548,
7070,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2022,Yes,-71.0590611449718,42.316097315548,
7071,ACER RUBRUM OCT. GLORY,Spring 2022,Yes,-71.0590611449718,42.316097315548,
7072,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2022,Yes,-71.0590611449718,42.316097315548,
7073,ACER RUBRUM 'BOWHALL',Spring 2022,Yes,-71.0626511979209,42.302827337897796,
7074,ACER RUBRUM RED SUNSET,Spring 2022,Yes,-71.0537011693482,42.315957337765,
7075,ULMUS 'PATRIOT',Spring 2022,Yes,-71.0527311316937,42.3157873108591,
7076,MALUS 'PURPLE PRINCE',Spring 2022,Yes,-71.0558011713698,42.2929573116326,
7077,MALUS 'PURPLE PRINCE',Spring 2022,Yes,-71.0558011713698,42.2929573116326,
7078,NYSSA SYLVATICA 'WILD FIRE',Spring 2022,Yes,-71.0735511924483,42.3031573334258,
7079,ACER RUBRUM OCT. GLORY,Spring 2022,Yes,-71.06538118378509,42.3023873298906,
7080,PRUNUS 'FIRST BLUSH',Spring 2022,Yes,-71.0736911702313,42.3026673273662,
7081,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.0733211930251,42.3029473248417,
7082,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.0935712005447,42.312917347211794,
7083,PRUNUS SARGENTII,Spring 2022,Yes,-71.0768411732637,42.2956173086053,
7084,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0934411972265,42.312767311145,
7085,PRUNUS SARGENTII,Spring 2022,Yes,-71.04914116256359,42.2840873302352,
7086,ULMUS CARPINIFOLIA 'ACCOLADE' ,Spring 2022,Yes,-71.0618111635846,42.2912673104048,
7087,NYSSA SYLVATICA 'WILD FIRE',Spring 2022,Yes,-71.0836567501927,42.2892020094624,
7088,OSTRYA VIRGINIANA ,Spring 2022,Yes,-71.0638063918165,42.3163365350647,
7089,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0790692507658,42.2921376872305,
7090,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2022,Yes,-71.0790692507658,42.2921376872305,
7091,LIQUIDAMBAR STYR. 'HAPPI DAZE' ,Spring 2022,Yes,-71.0617068927091,42.317500236592004,
7092,MALUS 'SARGENTII',Spring 2022,Yes,-71.0609311475702,42.3192973166328,
7093,PRUNUS 'FIRST BLUSH',Spring 2022,Yes,-71.0588712110458,42.3157073475028,
7094,ULMUS 'COMMENDATION',Spring 2022,Yes,-71.0541711426592,42.2923273277899,
7095,ZELKOVA SERRATA 'VILLAGE GREEN',Spring 2022,No,-71.0741911507557,42.300167340925,
7096,QUERCUS PALUSTRIS,Spring 2022,Yes,-71.0803649253586,42.305992260717794,
7097,ACER RUBRUM 'BOWHALL',Spring 2022,Yes,-71.0718936710953,42.2953162306432,
